username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined
pnguyen557,Twitter,Video,Beauty,India,Macro,943724,28277,2648,44373,2386.0,1493.0,0,3.66,2023-03-24
maxwellrobert944,Facebook,Story,Gaming,Australia,Micro,87558,7498,4712,1898,201.0,32.0,0,1.92,2024-03-24
weberjohn680,TikTok,Live,Food,Germany,Macro,123017,20393,4416,3733,177.0,200.0,40598,3.99,2024-07-12
lgardner494,Instagram,Carousel,Fashion,Germany,Micro,50889,28938,2940,2120,135.0,129.0,0,4.23,2023-06-16
deniseolson766,YouTube,Image,Fashion,Canada,Micro,11508,4741,4106,361,18.0,11.0,2801,3.72,2023-03-06
david97636,Instagram,Story,Beauty,Germany,Mega,7493330,3851,1551,13990,422.0,590.0,0,0.18,2024-08-09
brownkrystal382,Instagram,Live,Sports,,Micro,92992,26104,2294,6616,690.0,298.0,0,6.52,2024-08-11
jenna5535,Instagram,Video,Fashion,Brazil,Macro,468151,8815,3269,17558,2053.0,567.0,0,3.98,2024-09-01
scottsmith697,YouTube,Story,Fashion,France,Micro,87376,19617,2113,2109,114.0,24.0,26678,1.88,2024-01-27
xgonzalez218,YouTube,Video,Beauty,Australia,Macro,621009,10832,188,11932,423.0,857.0,160418,2.08,2024-07-28
jsmith854,Facebook,Live,Fashion,France,Nano,1479,159,3224,85,3.0,3.0,0,7.54,2024-11-18
millermichael398,YouTube,Image,Fitness,Canada,Mega,4243003,24063,3955,5085,173.0,281.0,69634,0.1,2024-01-20
justinalvarez452,Facebook,Carousel,Travel,UK,Nano,5809,5050,4610,290,10.0,16.0,0,4.99,2024-05-13
williamsjustin460,TikTok,Reel,Fitness,Japan,Macro,655384,24131,2461,13378,1270.0,648.0,103461,2.26,2023-05-21
daniel02999,Facebook,Image,Fitness,Japan,Micro,26703,3088,2985,438,35.0,21.0,0,1.36,2024-05-17
dawn37964,YouTube,Carousel,Food,USA,Micro,72985,36786,2341,4837,213.0,384.0,18455,6.51,2024-03-31
chelsea15510,Twitter,Image,Sports,Australia,Micro,20138,17692,4301,1086,130.0,25.0,0,4.24,2023-07-03
rhill339,Twitter,Story,Gaming,India,Macro,799783,43852,3598,26197,2605.0,1490.0,0,3.2,2023-01-10
darlenelozano879,Instagram,Live,Beauty,Australia,Micro,48801,17261,1724,1599,55.0,23.0,0,3.48,2024-02-19
karen41545,TikTok,Video,Beauty,Brazil,Nano,2043,1387,1036,173,4.0,12.0,1997,9.69,2023-02-18
maria07243,Twitter,Live,Music,Japan,Micro,24161,3458,444,1028,46.0,70.0,0,3.4,2024-08-03
smithdanielle343,Facebook,Reel,Education,India,Nano,6484,737,2535,466,49.0,10.0,0,7.81,2024-01-19
blindsey163,YouTube,Live,Sports,France,Macro,688497,24963,949,10700,1063.0,805.0,150174,1.6,2023-07-04
bradleybrooks454,Twitter,Live,Food,USA,Nano,2322,2225,2287,201,5.0,3.0,0,8.69,2023-09-18
angela65563,TikTok,Carousel,Beauty,Australia,Micro,42322,4575,4977,1287,108.0,26.0,6648,3.48,2023-03-09
heidi99142,YouTube,Reel,Gaming,Mexico,Macro,375392,17895,4305,18226,818.0,931.0,194901,4.52,2023-07-31
jessicabarnes870,Facebook,Reel,Beauty,Canada,Nano,6487,3919,1562,580,39.0,42.0,0,9.36,2024-02-06
blackjames151,Facebook,Story,Fitness,France,Micro,90541,37695,240,4534,363.0,165.0,0,4.41,2024-03-02
zterry85,Twitter,Carousel,Gaming,France,Micro,79719,17657,2202,2177,172.0,97.0,0,2.18,2023-09-06
christina50147,YouTube,Live,Music,Germany,Macro,820719,45023,2022,43443,3385.0,959.0,289703,4.21,2023-03-23
hardingwilliam686,YouTube,Video,Tech,USA,Micro,22628,16799,3149,2334,197.0,106.0,9194,7.98,2024-02-02
benjamin77488,TikTok,Image,Travel,Australia,Nano,9805,857,451,318,20.0,13.0,1249,2.67,2023-01-28
woodstephanie144,YouTube,Carousel,Education,Canada,Macro,351484,17936,3468,9434,629.0,263.0,88521,3.37,2023-08-02
jessenelson781,YouTube,Image,Music,France,Macro,354495,36012,2922,6313,400.0,456.0,36826,1.84,2023-10-12
rortiz629,TikTok,Story,Sports,Japan,Micro,28166,4990,664,335,9.0,6.0,3679,1.38,2024-05-28
smithdaniel511,Facebook,Image,Sports,UK,Micro,12747,7757,2712,207,,3.0,0,1.65,2024-04-13
callahananthony820,Facebook,Live,Tech,Germany,Nano,6628,3688,4945,369,37.0,15.0,0,6.34,2024-03-01
amymcguire990,Facebook,Reel,Travel,USA,Micro,27107,23863,4936,2001,117.0,61.0,0,8.4,2023-10-14
eanderson195,Twitter,Story,Fitness,France,Micro,23047,18279,2846,450,45.0,4.0,0,1.65,2024-01-23
vickijohnson952,YouTube,Live,Education,France,Nano,4068,3155,914,329,,6.0,2193,8.14,2023-06-16
hunterryan593,Facebook,Story,Fashion,Australia,Nano,7785,4762,2529,142,15.0,8.0,0,1.45,2023-11-17
michael17177,Facebook,Video,Food,Mexico,Macro,795236,22742,1973,22810,1065.0,1417.0,0,2.66,2023-01-28
joshua0944,Instagram,Video,Food,Canada,Micro,99977,11816,1156,5737,117.0,273.0,0,7.9,2023-06-20
browncynthia886,Facebook,Story,Travel,Mexico,Macro,502109,19201,258,648,16.0,32.0,0,0.1,2023-01-16
hwilliams429,Instagram,Carousel,Education,Canada,Nano,8631,2095,826,542,59.0,28.0,0,5.26,2024-02-06
manuelcline158,TikTok,Video,Gaming,Canada,Micro,75884,8037,1622,4630,424.0,298.0,24046,6.64,2023-02-24
lschneider624,TikTok,Carousel,Fashion,Japan,Macro,308921,10224,2872,5489,363.0,375.0,20471,2.29,2024-03-13
geraldcole313,TikTok,Live,Beauty,Japan,Macro,500127,27083,2093,12728,736.0,480.0,135244,2.49,2024-06-01
phyllis49247,Instagram,Video,Fashion,India,Macro,215070,29417,1577,7239,825.0,297.0,0,4.07,2024-05-01
dwalsh46,Facebook,Image,Travel,UK,Nano,9883,2414,1357,514,21.0,20.0,0,4.67,2023-12-04
bryan18613,Instagram,Carousel,Fitness,USA,Micro,63066,5245,3590,2812,207.0,111.0,0,4.84,2023-12-26
pearsonangel405,Instagram,Video,Music,Japan,Nano,5393,2568,1698,453,43.0,24.0,0,8.42,2023-05-12
kimberly26472,Facebook,Live,Gaming,Brazil,Nano,6243,491,4316,549,30.0,18.0,0,6.86,2023-12-13
amanda2617,TikTok,Video,Travel,USA,Micro,39277,18507,4413,3599,270.0,272.0,32011,8.03,2023-11-24
tbyrd758,Instagram,Live,Travel,Canada,Nano,9299,9097,904,707,83.0,40.0,0,8.27,2024-02-17
derek17499,TikTok,Carousel,Education,India,Nano,8353,7017,396,291,30.0,12.0,1005,4.11,2024-08-01
cwalters621,Instagram,Image,Education,Mexico,Nano,1623,1058,3946,70,7.0,1.0,0,4.26,2024-09-04
cdrake87,Facebook,Live,Fashion,Japan,Micro,49410,40124,97,980,62.0,66.0,0,2.58,2023-04-13
halehenry505,Facebook,Image,Music,Mexico,Nano,2424,1346,3538,106,12.0,3.0,0,3.9,2024-08-22
wallsgeorge328,TikTok,Image,Travel,Japan,Nano,5290,4842,3352,338,39.0,6.0,3567,6.12,2024-05-01
jamesgarcia913,Twitter,Story,Gaming,Brazil,Nano,6196,5568,2301,85,8.0,6.0,0,1.26,2024-08-04
cervantesgail378,Facebook,Live,Tech,France,Macro,654391,35142,2874,12952,329.0,309.0,0,1.7,2024-04-16
amy31246,Twitter,Live,Travel,Germany,Macro,747082,22905,4251,20502,2166.0,261.0,0,3.62,2024-07-13
vicki70830,Instagram,Story,Tech,Australia,Macro,271530,33266,3634,342,35.0,22.0,0,0.1,2024-10-03
elliotteric893,YouTube,Image,Music,USA,Mega,2492070,7912,778,2321,,169.0,20640,0.1,2024-05-18
dcollins770,YouTube,Reel,Food,Australia,Micro,69638,17925,4122,5352,247.0,,55447,6.66,2023-01-29
jessicathompson855,Instagram,Video,Travel,Brazil,Nano,3760,1145,160,376,17.0,18.0,0,8.84,2023-09-11
lauracook728,Facebook,Image,Food,France,Micro,83213,32345,3828,2393,258.0,121.0,0,2.36,2024-04-04
browncody317,Twitter,Carousel,Beauty,Japan,Nano,6083,1706,4477,386,29.0,6.0,0,6.65,2024-03-29
thomaskimberly910,Twitter,Video,Sports,USA,Nano,8559,344,4998,991,87.0,51.0,0,10.11,2024-06-18
kendrahernandez395,YouTube,Live,Gaming,France,Micro,84260,8987,587,4360,364.0,281.0,32888,5.27,2023-05-02
marksronnie949,Facebook,Story,Tech,Australia,Macro,806799,45715,3486,2830,293.0,189.0,0,0.49,2023-10-31
dillon12520,Facebook,Live,Gaming,France,Macro,571774,32241,3810,17332,1999.0,901.0,0,3.14,2024-10-03
jennifer72791,Instagram,Video,Education,France,Nano,7741,2025,3900,742,29.0,45.0,0,9.45,2024-04-23
brandy37160,TikTok,Live,Food,UK,Micro,83713,24222,4471,4604,467.0,190.0,38494,5.5,2024-01-04
halexander732,Instagram,Reel,Travel,UK,Nano,4569,1471,4601,257,13.0,16.0,0,8.04,2023-06-18
colonbrian744,YouTube,Story,Beauty,France,Macro,956653,14209,4413,6504,532.0,164.0,59477,0.68,2024-08-19
nancy21318,Instagram,Live,Sports,India,Micro,34697,14835,2320,1449,123.0,49.0,0,3.76,2024-05-18
robinorozco246,Twitter,Video,Music,Germany,Micro,62035,19311,1307,4040,125.0,164.0,0,6.56,2024-01-22
sheilarodriguez183,TikTok,Image,Gaming,France,Macro,859431,41462,1167,4907,574.0,135.0,39308,0.47,2024-04-11
lauriecowan694,TikTok,Video,Music,Mexico,Micro,83353,24491,837,4817,123.0,348.0,28705,5.26,2023-03-06
hayspaul932,Facebook,Video,Music,Australia,Nano,2821,2551,4698,196,19.0,11.0,0,9.91,2023-03-22
donaldreed889,Facebook,Story,Music,India,Nano,2290,232,3267,51,6.0,2.0,0,2.66,2023-04-22
sharonwilliams982,Instagram,Reel,Travel,Germany,Nano,8904,5759,3349,1057,48.0,17.0,0,9.58,2023-07-07
ricardobrooks525,YouTube,Image,Beauty,France,Micro,64398,26718,3374,1605,153.0,99.0,6493,2.12,2023-08-27
tranjames581,Twitter,Live,Fitness,Canada,Micro,12500,3038,2677,498,56.0,14.0,0,5.44,2023-03-07
christopherglass842,Instagram,Reel,Beauty,Brazil,Micro,70428,41080,3508,3308,196.0,133.0,0,6.6,2023-04-12
smithbrian585,YouTube,Carousel,Food,Germany,Macro,256975,4348,4793,5975,631.0,288.0,48985,2.69,2023-01-26
melissacallahan373,Instagram,Live,Fitness,Brazil,Mega,2273329,13774,3111,17187,820.0,1311.0,0,0.63,2024-02-18
mandywilliams990,Instagram,Image,Tech,Australia,Nano,1565,979,1426,55,4.0,0.0,0,4.02,2023-08-30
markschristopher245,Facebook,Carousel,Education,India,Macro,688162,3291,2978,13576,1358.0,750.0,0,2.6,2023-08-05
robert06712,Facebook,Live,Tech,Brazil,Macro,939612,36302,1108,23798,1232.0,1898.0,0,2.71,2023-04-24
joyce83525,Facebook,Image,Fitness,Mexico,Macro,246798,1842,31,248,23.0,15.0,0,0.1,2023-04-26
broth145,YouTube,Live,Sports,UK,Nano,2899,1888,4704,203,,9.0,1583,7.39,2024-04-28
sara52879,Facebook,Image,Travel,Brazil,Mega,6473918,5494,1699,236769,10628.0,5840.0,0,3.52,2024-07-10
hammondbrianna93,Twitter,Live,Tech,Germany,Mega,1368711,37751,239,18940,1740.0,1511.0,0,1.19,2024-05-23
mary90385,Twitter,Story,Tech,Canada,Micro,80550,25407,2348,505,37.0,9.0,0,0.78,2023-07-19
campbellcarla981,YouTube,Story,Education,India,Nano,8067,7293,3607,278,13.0,19.0,4038,2.85,2023-05-23
tnewman287,YouTube,Carousel,Tech,Japan,Nano,4519,2904,2415,259,24.0,5.0,1558,6.13,2024-07-08
joseph94684,Twitter,Carousel,Sports,India,Nano,8628,4574,1769,539,15.0,,0,7.19,2023-11-03
anita83122,Instagram,Reel,Beauty,UK,Macro,327464,17704,2458,4565,203.0,86.0,0,1.73,2024-01-19
adamsjacob29,Facebook,Story,Beauty,France,Mega,8542475,47089,1126,120052,13470.0,3417.0,0,1.42,2024-04-06
matthewfox266,Twitter,Reel,Tech,France,Macro,100556,19810,225,3027,190.0,66.0,0,3.95,2023-05-08
mfrench244,Facebook,Carousel,Music,Australia,Nano,9486,2916,2864,450,52.0,18.0,0,5.59,2024-11-25
mwalton514,Instagram,Carousel,Gaming,Canada,Nano,1841,143,1448,138,10.0,1.0,0,6.17,2024-08-31
forddanielle503,Facebook,Image,Tech,India,Micro,26957,9070,4870,955,78.0,9.0,0,3.88,2023-09-23
lindadean936,Facebook,Video,Travel,,Macro,613693,836,4763,34791,2717.0,1778.0,0,4.65,2024-11-19
joshua84257,YouTube,Image,Education,Mexico,Micro,27850,17317,4208,426,44.0,21.0,5314,1.27,2024-11-14
aaronjackson806,YouTube,Image,Gaming,India,Nano,3797,151,273,161,12.0,11.0,1386,4.82,2023-04-19
gonzalesrita335,TikTok,Video,Gaming,Canada,Micro,48494,24294,4806,2936,207.0,212.0,28609,6.52,2024-07-08
susan64106,Instagram,Carousel,Food,UK,Nano,9359,7582,4700,520,30.0,6.0,0,5.85,2023-04-23
alexis17796,Twitter,Video,Beauty,Mexico,Macro,346111,16359,4010,12049,1244.0,542.0,0,3.69,2024-11-09
christopher46554,Instagram,Video,Tech,France,Micro,65846,45886,1888,4242,305.0,102.0,0,6.42,2024-03-28
nbaker778,Twitter,Live,Education,USA,Micro,96135,45312,4654,7459,752.0,456.0,0,6.38,2024-09-01
pattersoncrystal376,TikTok,Reel,Food,Mexico,Micro,98014,5569,4926,6993,487.0,91.0,103626,5.84,2023-08-26
sonya83662,YouTube,Image,Gaming,Brazil,Mega,3492197,49468,2782,2684,304.0,60.0,16609,0.1,2024-07-10
gardnercalvin116,Twitter,Reel,Travel,USA,Mega,5564892,4313,910,89986,6676.0,1255.0,0,1.47,2023-04-29
cherryjames404,Facebook,Story,Sports,France,Micro,88303,21415,3175,1848,58.0,37.0,0,1.86,2023-08-27
mcphersonamanda846,Twitter,Reel,Fitness,Canada,Nano,4654,105,200,354,35.0,25.0,0,10.12,2023-04-30
christopher08683,Instagram,Video,Gaming,Brazil,Micro,33746,17500,2855,2134,100.0,45.0,0,7.32,2023-03-24
tammy20594,Facebook,Story,Music,USA,Micro,73847,29599,542,465,40.0,32.0,0,0.63,2024-02-15
sonyadouglas35,Facebook,Video,Travel,Germany,Micro,43628,40536,2333,4264,338.0,51.0,0,9.58,2023-03-13
jasonfowler819,Instagram,Reel,Sports,France,Micro,80901,5720,1571,3828,281.0,96.0,0,6.26,2024-02-03
elliottkathleen62,Twitter,Carousel,Fashion,Brazil,Macro,568666,1874,4653,19057,1022.0,1282.0,0,3.69,2023-04-29
matthewbaldwin221,Twitter,Reel,Food,India,Micro,67883,39769,2680,4200,239.0,47.0,0,5.76,2023-12-03
linnichole263,Twitter,Carousel,Sports,Germany,Micro,56841,23976,4312,2948,116.0,68.0,0,4.6,2023-12-07
tfrench760,Facebook,Image,Fitness,Australia,Mega,2778304,33783,4501,61089,5919.0,,0,1.87,2024-10-07
landerson335,Facebook,Reel,Travel,UK,Nano,8607,2077,4312,629,63.0,7.0,0,10.1,2023-06-26
mconrad130,TikTok,Story,Music,USA,Nano,2905,2334,791,85,,3.0,1155,3.67,2023-11-15
dconner347,TikTok,Reel,Education,Japan,Macro,935156,39963,2837,51461,1343.0,3647.0,736580,4.29,2023-07-08
cassandrabrown850,TikTok,Carousel,Beauty,,Micro,67729,16763,532,2523,297.0,87.0,25585,3.58,2023-03-10
shannon57468,TikTok,Video,Sports,India,Micro,94524,9581,3074,4918,519.0,194.0,53065,5.91,2024-09-21
hryan493,YouTube,Story,Fashion,Australia,Mega,7549395,12010,2447,81312,,4806.0,1070244,0.94,2023-11-25
qhoover447,Facebook,Story,Education,India,Micro,55503,24267,2282,1799,47.0,143.0,0,2.77,2023-08-28
jonesmichael235,YouTube,Carousel,Fashion,Mexico,Micro,77053,27523,991,2073,62.0,40.0,9857,3.69,2024-10-23
alison12814,TikTok,Image,Gaming,India,Nano,8330,2183,1681,342,21.0,11.0,1302,5.12,2024-11-02
faulknertimothy283,TikTok,Image,Education,India,Nano,3097,311,480,143,12.0,9.0,1533,5.58,2023-02-14
cohensarah714,Twitter,Reel,Fitness,India,Macro,198452,14523,3059,4360,423.0,262.0,0,2.14,2023-10-30
johnmoore154,Facebook,Image,Beauty,Japan,Nano,8548,3979,2128,219,19.0,14.0,0,2.84,2023-12-19
hkennedy777,Facebook,Reel,Fitness,France,Mega,8831875,47197,1724,180946,10462.0,4268.0,0,1.78,2024-03-20
framirez920,Facebook,Live,Music,India,Micro,22537,11117,2749,1207,129.0,19.0,0,5.32,2023-03-31
charles50715,YouTube,Carousel,Food,UK,Nano,9948,7786,648,415,45.0,9.0,1320,5.13,2023-09-30
davisalexander45,TikTok,Live,Beauty,Australia,Macro,872665,27033,1661,35170,2749.0,2102.0,169045,4.32,2023-05-20
candacegarcia183,YouTube,Carousel,Beauty,Australia,Micro,26009,6921,1424,1254,146.0,42.0,8946,4.47,2023-10-27
charrington940,YouTube,Image,Education,USA,Micro,60470,5636,2923,1442,171.0,81.0,7659,2.69,2023-06-13
christopher51263,Instagram,Video,Food,France,Nano,3649,969,4748,277,28.0,19.0,0,7.88,2024-10-07
lisa03319,YouTube,Video,Food,USA,Micro,42189,25813,2159,1578,,83.0,6906,5.02,2023-02-17
vbrown792,Facebook,Carousel,Gaming,Japan,Micro,62494,23582,4902,3025,87.0,72.0,0,4.3,2024-04-15
ujones613,Facebook,Image,Sports,UK,Macro,108556,34755,2204,86,8.0,1.0,0,0.1,2024-02-24
eduardophillips171,Twitter,Carousel,Education,Australia,Macro,429731,36415,1355,12885,994.0,997.0,0,3.38,2023-03-16
xmarks698,TikTok,Carousel,Travel,Germany,Micro,86279,2332,3337,3649,427.0,257.0,52507,3.77,2024-07-11
wilsoncynthia538,Instagram,Story,Tech,UK,Nano,5367,3819,2290,373,31.0,24.0,0,6.29,2023-11-08
edward71263,TikTok,Live,Gaming,Mexico,Macro,870937,41343,977,42220,4942.0,659.0,259640,5.47,2023-04-06
jeffery45217,YouTube,Reel,Fashion,Australia,Nano,4325,3403,3620,427,12.0,11.0,4022,8.42,2023-05-16
johnnydavis814,Facebook,Carousel,Beauty,,Micro,93554,13731,925,4487,491.0,272.0,0,3.83,2024-02-28
allisonadams352,Twitter,Reel,Travel,India,Mega,8731957,16833,1761,284323,12544.0,15014.0,0,3.14,2024-05-05
operez14,YouTube,Story,Food,Mexico,Nano,4117,2189,696,188,6.0,14.0,1837,4.44,2023-11-25
mmorgan137,Twitter,Image,Sports,Canada,Micro,93697,33486,3214,793,42.0,28.0,0,0.67,2024-02-29
parkerkathryn838,Twitter,Story,Beauty,Japan,Macro,765426,10720,3226,722,19.0,54.0,0,0.1,2023-08-24
whitney20304,Facebook,Video,Fitness,Germany,Macro,529428,38947,2209,18424,2185.0,291.0,0,2.85,2023-03-13
vvelazquez663,TikTok,Reel,Travel,Brazil,Micro,52132,9261,1175,3096,165.0,31.0,13936,6.64,2024-06-17
tyler29580,Facebook,Carousel,Music,USA,Nano,3099,329,2017,252,29.0,17.0,0,6.36,2023-01-25
heidi77414,YouTube,Live,Tech,UK,Macro,272932,26808,3505,12280,1378.0,876.0,156115,3.98,2024-11-27
hthompson227,Facebook,Image,Music,UK,Micro,59564,43762,160,803,,11.0,0,1.2,2024-05-14
ryan47122,TikTok,Live,Fitness,Mexico,Micro,34285,9348,954,683,70.0,23.0,2198,2.17,2023-02-23
jclark24,YouTube,Carousel,Travel,Germany,Micro,36022,28030,514,1723,78.0,69.0,9772,4.99,2023-10-25
stephenmalone167,YouTube,Live,Food,Germany,Micro,34048,11932,4055,1040,,29.0,13129,3.96,2023-08-21
sean40745,Instagram,Reel,Music,France,Macro,468880,18787,4890,3423,121.0,,0,0.82,2023-08-02
otran749,Twitter,Video,Education,UK,Nano,9239,2554,4761,784,61.0,18.0,0,9.77,2024-07-26
ariaslori322,Twitter,Reel,Music,Mexico,Micro,22839,17474,1484,1130,94.0,38.0,0,6.89,2023-02-02
mirandaespinoza723,YouTube,Live,Travel,Japan,Nano,5171,3746,1923,445,,17.0,5539,7.05,2023-09-24
mark8649,YouTube,Video,Fashion,France,Nano,5813,5032,1867,622,12.0,47.0,6121,9.05,2023-03-27
manuelmeyer108,TikTok,Story,Beauty,Mexico,Nano,6702,4655,2434,172,3.0,6.0,1063,2.21,2023-11-12
edwardswilliam625,TikTok,Reel,Food,Germany,Nano,9392,5822,4731,936,103.0,43.0,8288,8.2,2024-02-15
stevengeorge868,Facebook,Image,Tech,,Nano,4269,3360,526,92,8.0,1.0,0,2.22,2024-05-04
williamssamantha310,Twitter,Live,Travel,Brazil,Nano,6076,2675,849,378,31.0,6.0,0,6.34,2024-05-28
heatherharris211,YouTube,Reel,Gaming,Australia,Macro,578909,48267,3353,19421,1230.0,523.0,161879,3.87,2024-03-05
alyssamills319,Twitter,Video,Gaming,Germany,Nano,2115,1748,3326,230,20.0,3.0,0,9.99,2023-05-22
cmitchell126,Instagram,Reel,Food,Japan,Micro,49426,17983,2041,3017,109.0,116.0,0,6.14,2023-01-11
dilloncassidy663,Instagram,Video,Tech,Canada,Micro,25364,2608,2220,1606,123.0,102.0,0,5.41,2023-03-25
kellyperkins58,Twitter,Carousel,Education,Germany,Macro,197773,38637,800,4976,441.0,247.0,0,1.94,2024-05-27
longmason460,YouTube,Live,Food,UK,Nano,9831,8260,215,357,37.0,15.0,1108,4.59,2024-01-07
butlermichelle300,TikTok,Live,Travel,Japan,Micro,31441,12754,1420,1456,55.0,46.0,12436,5.16,2024-11-08
derek59664,Twitter,Reel,Gaming,Mexico,Micro,10196,2255,1231,772,69.0,38.0,0,7.65,2024-06-19
changgavin563,Twitter,Video,Music,Japan,Mega,5040459,23064,2276,16214,1903.0,1018.0,0,0.39,2023-02-17
kingmichael205,YouTube,Story,Fashion,Brazil,Mega,6405242,19967,4573,5980,632.0,269.0,86569,0.1,2024-06-13
smartin355,Twitter,Live,Tech,Japan,Micro,46165,30102,2412,2639,130.0,152.0,0,5.34,2023-03-25
daviswilliam15,YouTube,Reel,Sports,UK,Micro,93624,16426,1068,4950,474.0,56.0,46918,7.44,2023-01-17
eric89124,YouTube,Story,Education,Canada,Nano,8892,3418,2578,188,,10.0,1515,1.86,2023-06-24
fmelendez313,YouTube,Story,Music,USA,Micro,12736,11845,1439,85,9.0,5.0,1090,0.82,2023-08-19
adamsamanda961,TikTok,Image,Fitness,USA,Macro,510979,16765,677,618,44.0,30.0,8781,0.1,2024-07-08
ycarrillo725,YouTube,Live,Tech,Brazil,Micro,35107,7929,3247,1381,96.0,84.0,11185,5.07,2024-06-04
boylejessica264,Instagram,Story,Gaming,Brazil,Nano,2817,831,2615,115,4.0,8.0,0,4.85,2023-11-06
brich352,Twitter,Image,Tech,Australia,Nano,1840,1742,4043,93,11.0,6.0,0,4.17,2024-11-04
bmurphy149,Facebook,Live,Education,Brazil,Nano,9054,8696,437,552,58.0,19.0,0,7.17,2023-08-16
mcdowellcatherine978,Instagram,Video,Gaming,India,Macro,919806,16036,4003,37817,763.0,2895.0,0,3.99,2024-01-08
ethancox514,Facebook,Carousel,Sports,Canada,Micro,73769,30758,2608,3709,343.0,273.0,0,3.95,2023-08-16
shill389,YouTube,Reel,Sports,India,Nano,9751,5449,468,847,100.0,43.0,12306,7.66,2024-04-14
jamesmyers817,Instagram,Story,Tech,Australia,Mega,9799515,39788,3789,115729,10914.0,8460.0,0,1.53,2024-08-11
trevinomallory488,Facebook,Carousel,Tech,UK,Nano,3176,3035,3695,220,11.0,3.0,0,6.03,2023-03-22
raymond80733,Instagram,Video,Food,Australia,Micro,53268,31551,2420,3172,187.0,133.0,0,6.62,2024-04-09
kjohnson54,TikTok,Carousel,Fitness,Mexico,Macro,928575,46040,1029,9237,1097.0,600.0,82130,0.99,2024-06-11
jennifer91799,YouTube,Video,Tech,Germany,Mega,3274128,14151,4598,101270,8875.0,1026.0,1421644,3.72,2023-05-04
travismccullough452,TikTok,Live,Beauty,India,Mega,4287880,12576,90,111052,4376.0,7152.0,639405,2.42,2023-09-13
kimberlywebster869,YouTube,Video,Tech,Mexico,Micro,13779,1874,4478,963,45.0,70.0,10134,5.94,2024-08-01
penny23589,Facebook,Reel,Travel,UK,Micro,94167,40859,329,7059,758.0,308.0,0,7.14,2024-11-09
derekturner556,Facebook,Reel,Travel,Mexico,Nano,1638,1250,3778,125,2.0,9.0,0,8.04,2023-08-16
donald41280,Instagram,Reel,Sports,USA,Mega,5319058,45878,3121,55183,3750.0,2358.0,0,1.01,2023-09-20
brandon23517,TikTok,Story,Food,,Micro,20729,10681,1445,111,6.0,6.0,919,0.74,2023-04-15
leslie48704,Instagram,Story,Education,UK,Micro,49508,11876,3904,39,1.0,0.0,0,0.1,2023-04-28
thomasmisty450,TikTok,Image,Education,UK,Nano,2975,2320,1925,147,6.0,2.0,1122,4.41,2024-08-19
mitchellmargaret919,YouTube,Reel,Education,Australia,Nano,9338,6556,2477,673,40.0,23.0,7692,6.44,2023-10-21
kennethhamilton629,Instagram,Story,Gaming,Canada,Nano,9748,1637,4021,115,11.0,5.0,0,0.93,2023-06-12
tjensen554,YouTube,Story,Food,Australia,Micro,35301,4318,26,32,0.0,,413,0.1,2024-04-27
amy6691,YouTube,Video,Music,UK,Macro,313239,13716,400,10809,486.0,552.0,95292,3.5,2024-06-11
hunterrodriguez935,Facebook,Image,Travel,Mexico,Micro,31089,8786,3034,753,80.0,41.0,0,2.46,2023-10-17
pamelajones397,Twitter,Image,Education,Canada,Mega,3930881,5069,3775,16149,1610.0,,0,0.47,2024-07-25
uhernandez88,Twitter,Story,Sports,Germany,Nano,1094,723,3524,13,0.0,0.0,0,1.15,2024-01-20
jose61181,Facebook,Image,Beauty,Mexico,Macro,980428,32458,4251,1246,138.0,59.0,0,0.1,2023-03-20
codyfischer623,Instagram,Image,Gaming,Brazil,Micro,82794,25578,1427,2032,128.0,30.0,0,3.2,2023-04-15
stephensonjustin888,YouTube,Image,Beauty,Japan,Nano,9314,3108,4442,361,17.0,15.0,1877,3.18,2023-04-12
kayla88442,YouTube,Carousel,Tech,India,Nano,5023,1357,974,250,19.0,3.0,1219,6.14,2024-03-04
jondixon548,Twitter,Story,Travel,India,Nano,2597,2047,1779,34,2.0,0.0,0,1.34,2024-11-29
sgarcia521,TikTok,Story,Food,Germany,Macro,206649,36578,826,2610,244.0,116.0,27082,1.12,2023-01-03
bonnie11868,TikTok,Story,Gaming,France,Nano,9402,8940,3312,335,37.0,9.0,2505,3.96,2024-08-18
fgonzalez484,YouTube,Live,Fitness,India,Mega,2664822,40548,4993,45020,2979.0,3174.0,431542,2.32,2023-12-14
