username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined,engagement_quality,follower_category
david34874,Instagram,Live,Beauty,Canada,Micro,55832,21571,958,3594,323,90,0,5.14,2023-04-05,High,Micro
brianlogan819,TikTok,Carousel,Travel,Canada,Mega,6587167,40797,3729,161420,4948,8797,2346488,2.52,2023-04-20,Medium,Mega
clarkmichael466,TikTok,Story,Music,USA,Micro,93178,6172,3338,2234,232,171,13969,1.86,2023-04-24,Medium,Micro
dennispruitt241,Instagram,Video,Fashion,Japan,Mega,7962980,36360,4403,53780,5973,2009,0,0.56,2023-12-07,Low,Mega
aguilarmichele239,Twitter,Image,Education,Australia,Micro,57261,11154,383,1308,142,69,0,2.15,2023-05-16,Medium,Micro
kgonzalez562,Facebook,Video,Gaming,UK,Nano,8029,4413,892,1005,71,31,0,9.76,2023-06-14,Viral,Nano
qparker202,Facebook,Image,Gaming,Brazil,Macro,663605,5782,1654,7466,641,467,0,0.89,2024-11-24,Low,Macro
joshua27789,TikTok,Reel,Food,USA,Mega,1080858,37956,3747,14496,1024,626,95169,1.68,2023-08-21,Medium,Mega
richardsonkevin971,Facebook,Live,Food,Australia,Macro,179841,11251,1324,4965,581,191,0,2.59,2024-06-19,Medium,Macro
thomasrandy156,TikTok,Live,Travel,USA,Nano,6146,3761,2528,487,42,15,4545,7.1,2024-05-03,Viral,Nano
lisamoses153,Facebook,Live,Gaming,USA,Macro,464079,25322,465,12096,773,620,0,2.76,2023-09-26,Medium,Macro
marquezdonna243,TikTok,Video,Food,Canada,Nano,6181,2470,1042,440,22,22,6331,8.33,2024-03-18,Viral,Nano
garciacheryl252,TikTok,Story,Fitness,India,Nano,7978,2163,3128,148,4,6,2025,1.54,2023-08-06,Medium,Nano
amy55234,Twitter,Live,Beauty,UK,Nano,6888,3209,904,362,10,14,0,5.66,2024-04-30,High,Nano
garybender981,YouTube,Reel,Gaming,Canada,Nano,2452,2094,57,197,5,8,753,9.81,2024-11-03,Viral,Nano
lori99180,TikTok,Carousel,Food,Germany,Micro,22928,17881,1561,284,30,15,1966,1.43,2024-04-23,Medium,Micro
ywhite731,Facebook,Reel,Gaming,USA,Macro,642596,4594,4258,21665,990,1573,0,4.62,2024-04-24,High,Macro
cmanning3,YouTube,Image,Fashion,,Micro,69726,22407,2064,3768,0,0,28719,4.3,2024-11-18,High,Micro
jasmine40828,TikTok,Carousel,Food,Mexico,Micro,77059,32407,1462,2081,148,54,7560,3.6,2023-05-23,High,Micro
mvillanueva600,Twitter,Image,Tech,Brazil,Macro,332765,13701,2154,399,32,13,0,0.1,2023-12-06,Low,Macro
jillbailey882,Instagram,Carousel,Education,Brazil,Micro,52909,17150,3008,2252,82,141,0,3.53,2023-12-19,High,Micro
erinmonroe733,YouTube,Story,Education,Brazil,Macro,984441,28565,4822,7438,293,417,94553,0.82,2023-03-05,Low,Macro
halldeborah298,Instagram,Story,Music,Mexico,Macro,263929,17032,744,258,27,15,0,0.1,2024-02-01,Low,Macro
gilbertbrad907,Instagram,Video,Sports,Mexico,Macro,835265,42102,414,20412,1157,647,0,2.98,2023-10-23,Medium,Macro
riosbilly551,YouTube,Reel,Fashion,India,Micro,80781,13446,2137,7236,560,165,38148,7.78,2023-07-12,Viral,Micro
austinmarcia456,Facebook,Carousel,Sports,Germany,Micro,83700,18366,3963,4140,147,59,0,4.76,2024-09-29,High,Micro
nicholas79356,Twitter,Carousel,Gaming,France,Micro,31285,14375,2738,899,87,41,0,2.85,2024-03-09,Medium,Micro
xanderson183,Twitter,Video,Travel,USA,Macro,182079,32410,4235,2448,202,66,0,1.68,2023-09-26,Medium,Macro
john06436,Instagram,Carousel,Fitness,Canada,Nano,6501,2463,3729,304,29,10,0,5.37,2024-09-25,High,Nano
hernandezjeffrey361,Facebook,Image,Music,UK,Micro,58712,22486,1585,1705,70,91,0,2.38,2023-03-07,Medium,Micro
melissa15996,Instagram,Reel,Travel,Germany,Macro,540377,47532,4372,26297,581,1710,0,3.84,2023-06-05,High,Macro
kbrown733,TikTok,Reel,Food,France,Micro,52059,2649,639,2618,79,126,28728,5.3,2023-04-16,High,Micro
mcampbell130,YouTube,Image,Sports,France,Mega,2788610,12619,1127,33319,3532,1306,304678,1.48,2023-09-26,Medium,Mega
kyle53501,YouTube,Reel,Travel,UK,Micro,26726,21268,2763,1696,0,41,14751,8.26,2024-02-07,Viral,Micro
kyle44191,Facebook,Reel,Education,Canada,Micro,14225,12577,2901,1141,132,65,0,6.92,2023-11-02,Viral,Micro
xreynolds85,YouTube,Image,Gaming,Brazil,Micro,45221,12438,4619,1106,97,27,12837,2.58,2024-03-31,Medium,Micro
robert63391,Facebook,Reel,Travel,UK,Nano,9981,9261,3729,638,31,21,0,8.42,2024-10-07,Viral,Nano
abrowning13,Instagram,Image,Travel,France,Micro,12870,7203,4385,367,28,4,0,2.21,2024-01-18,Medium,Micro
charlesray127,Twitter,Live,Music,Japan,Micro,84577,43870,1790,6975,536,365,0,6.37,2024-10-23,Viral,Micro
jacqueline33869,Facebook,Carousel,Music,Australia,Nano,2928,247,81,117,13,1,0,5.01,2024-05-21,High,Nano
floressharon514,TikTok,Story,Gaming,Brazil,Macro,575091,33175,1079,4515,182,97,39199,0.95,2024-03-20,Low,Macro
michael32313,Twitter,Story,Beauty,Canada,Macro,381629,3991,559,3031,87,64,0,0.96,2023-03-28,Low,Macro
brian0047,Facebook,Carousel,Education,Brazil,Macro,522128,5223,1656,9289,0,281,0,1.56,2024-11-09,Medium,Macro
jason66889,YouTube,Live,Fashion,UK,Micro,85139,36014,2718,2665,201,144,39645,3.3,2023-12-06,High,Micro
williamsconnor444,Facebook,Carousel,Travel,Germany,Mega,4159829,48713,1378,53105,4075,3390,0,1.68,2024-07-15,Medium,Mega
dhernandez128,Instagram,Reel,Tech,India,Macro,637058,47322,4714,15438,377,448,0,3.17,2023-11-21,High,Macro
brittany70931,TikTok,Live,Food,Germany,Nano,1976,1081,2191,159,3,2,938,7.8,2024-02-16,Viral,Nano
athomas615,YouTube,Reel,Fitness,USA,Macro,280102,45933,1805,8609,433,167,97325,2.6,2023-08-05,Medium,Macro
garciasherry541,Twitter,Video,Fitness,UK,Nano,9796,2364,2274,1378,90,82,0,11.06,2024-02-14,Viral,Nano
xwillis400,TikTok,Live,Tech,Australia,Macro,553518,6791,4506,9150,344,455,87629,1.65,2024-01-29,Medium,Macro
natalie84851,Instagram,Carousel,Tech,Canada,Nano,8998,350,3844,492,10,31,0,7.81,2023-04-14,Viral,Nano
richardwright53,TikTok,Story,Food,,Micro,95117,13456,2879,78,2,1,861,0.1,2024-02-03,Low,Micro
meyerronald26,TikTok,Live,Travel,Australia,Macro,462372,9167,4043,15338,0,548,132002,3.22,2023-08-21,High,Macro
yquinn94,Instagram,Image,Tech,France,Mega,7974518,12607,560,98408,9481,7295,0,1.43,2024-01-01,Medium,Mega
vbuchanan19,Facebook,Reel,Music,Brazil,Micro,80698,43092,3387,4632,413,97,0,4.99,2023-08-06,High,Micro
toddnathaniel443,Facebook,Story,Fashion,Brazil,Micro,95608,23416,633,2614,233,47,0,2.16,2024-01-24,Medium,Micro
bhughes704,Twitter,Video,Travel,Japan,Micro,35657,12142,1392,2604,246,80,0,8.14,2023-11-29,Viral,Micro
stephaniewilson563,YouTube,Carousel,Music,France,Macro,963889,39165,2104,1089,70,57,6033,0.1,2023-11-19,Low,Macro
derrickking79,YouTube,Live,Travel,France,Nano,9129,1547,2372,498,43,15,7198,7.8,2024-10-18,Viral,Nano
chrisbrown667,TikTok,Carousel,Fashion,UK,Micro,70321,7115,129,683,14,52,9343,0.97,2023-07-14,Low,Micro
michaelromero192,TikTok,Story,Food,Germany,Nano,1270,946,1656,17,0,1,179,1.24,2023-03-17,Medium,Nano
max94396,Twitter,Carousel,Beauty,Germany,Nano,8969,7944,3561,657,55,41,0,7.71,2023-07-10,Viral,Nano
alexandria32176,Facebook,Story,Gaming,Brazil,Nano,2458,2353,4605,46,1,0,0,1.7,2023-01-02,Medium,Nano
william05974,Twitter,Live,Education,USA,Micro,60437,35493,780,1588,167,47,0,3.54,2024-03-08,High,Micro
gonzalezalexandra470,Instagram,Reel,Fashion,Brazil,Micro,86436,27541,249,6252,734,128,0,5.7,2024-05-28,High,Micro
rodriguezwilliam977,Facebook,Carousel,Gaming,USA,Micro,21092,12178,582,1564,119,57,0,6.44,2023-12-12,Viral,Micro
daniellesmith754,Twitter,Story,Sports,India,Mega,9467138,12632,132,8529,925,338,0,0.1,2023-10-20,Low,Mega
richardsonmelinda588,Twitter,Live,Food,USA,Nano,3249,1059,1148,189,4,13,0,5.94,2024-10-15,High,Nano
acevedoryan554,TikTok,Live,Food,UK,Micro,30192,8046,1686,2626,61,54,14085,6.75,2024-08-13,Viral,Micro
jdaniel844,Facebook,Live,Beauty,USA,Nano,2965,2136,4782,356,29,28,0,9.43,2024-07-08,Viral,Nano
johnsonbradley134,Twitter,Story,Tech,Australia,Micro,71312,16212,1291,1019,64,48,0,1.53,2023-07-06,Medium,Micro
rogerclark392,Facebook,Reel,Gaming,France,Nano,5189,2318,3774,412,41,14,0,7.15,2023-01-24,Viral,Nano
katherine93214,Facebook,Video,Fitness,Canada,Micro,84190,9355,3606,8205,265,372,0,9.12,2023-03-06,Viral,Micro
fbrown606,Instagram,Video,Music,Germany,Nano,4579,1051,4754,553,66,40,0,11.51,2024-03-24,Viral,Nano
jennifer11452,Twitter,Image,Travel,India,Micro,10170,965,2793,455,43,13,0,3.45,2023-06-24,High,Micro
kevin84219,Instagram,Story,Tech,Mexico,Micro,95208,7405,2170,827,28,38,0,0.68,2024-08-29,Low,Micro
jonesangela922,Twitter,Image,Fitness,India,Micro,78974,15346,3514,2363,279,42,0,2.58,2023-01-15,Medium,Micro
richard23216,TikTok,Reel,Fitness,USA,Nano,8796,4486,4933,703,25,27,8261,8.45,2024-06-30,Viral,Nano
carolmorris109,Facebook,Carousel,Food,Japan,Nano,9078,4655,2327,564,67,10,0,6.16,2024-05-05,Viral,Nano
brandonbuck702,YouTube,Image,Sports,India,Macro,205344,34271,2782,7611,827,519,82096,3.18,2023-12-16,High,Macro
jasonhernandez650,Instagram,Video,Music,France,Micro,25825,4413,383,2365,59,70,0,7.66,2023-12-12,Viral,Micro
kimberly53409,Facebook,Reel,Music,UK,Micro,11932,2403,941,420,19,5,0,4.65,2023-03-25,High,Micro
wendycastro982,Twitter,Reel,Gaming,India,Nano,2557,2377,4554,246,19,10,0,10.29,2024-04-15,Viral,Nano
joseph43486,Instagram,Story,Food,Mexico,Nano,9712,5803,384,226,15,0,0,2.78,2023-09-19,Medium,Nano
kimmiller756,YouTube,Video,Music,India,Nano,9473,8475,2451,788,23,14,3107,10.42,2023-11-05,Viral,Nano
christinehall779,YouTube,Video,Fitness,Germany,Micro,84329,27146,4618,6899,570,212,86629,8.36,2023-01-17,Viral,Micro
smckenzie45,Instagram,Video,Sports,Australia,Micro,89831,6915,2126,3956,188,41,0,5.27,2024-10-06,High,Micro
rollinscharles691,YouTube,Video,Education,Japan,Macro,173961,36561,3302,6106,358,458,46729,3.56,2024-07-05,High,Macro
holly91800,YouTube,Live,Fashion,Mexico,Micro,26577,3560,4203,1166,112,86,15885,4.31,2023-08-20,High,Micro
blarson157,TikTok,Carousel,Fitness,India,Micro,67662,14677,689,1105,124,49,9430,2.08,2024-02-18,Medium,Micro
reyestyler30,Instagram,Live,Sports,USA,Micro,96640,31365,907,6648,521,495,0,5.37,2024-10-01,High,Micro
barbara02863,Instagram,Reel,Fashion,Japan,Micro,79078,45815,828,8868,392,360,0,8.95,2023-08-09,Viral,Micro
ann16878,TikTok,Story,Fitness,India,Macro,419527,10515,733,414,40,31,4688,0.1,2024-01-29,Low,Macro
jennyberry706,TikTok,Video,Gaming,,Micro,64996,7890,691,4155,222,266,59562,6.56,2024-06-18,Viral,Micro
allisondavis141,Instagram,Live,Beauty,Canada,Macro,301078,12274,4840,12109,932,536,0,3.47,2023-12-14,High,Macro
sullivanfrancisco689,TikTok,Reel,Gaming,USA,Micro,41148,35195,2124,2036,218,106,21453,6.09,2024-03-17,Viral,Micro
rhodescarol67,Facebook,Live,Travel,India,Macro,314071,35501,4073,6980,240,359,0,2.56,2023-01-04,Medium,Macro
millsjames581,YouTube,Image,Sports,Canada,Micro,38470,22689,3453,293,6,3,1748,1.08,2024-11-03,Medium,Micro
roystephen48,Instagram,Video,Fitness,India,Macro,553668,36031,3697,19327,387,1321,0,3.88,2024-09-04,High,Macro
hhawkins933,Facebook,Carousel,Sports,India,Nano,8552,6570,1590,473,36,13,0,4.85,2024-08-12,High,Nano
michael90399,Instagram,Story,Travel,Canada,Micro,44959,38553,3356,45,3,1,0,0.1,2023-07-18,Low,Micro
nealchristina638,Twitter,Live,Education,USA,Micro,69990,46408,4683,3978,317,239,0,6.38,2024-01-29,Viral,Micro
wwhite771,Instagram,Carousel,Fitness,Canada,Micro,70573,6410,2179,4526,336,73,0,5.11,2024-03-31,High,Micro
pnguyen557,Twitter,Video,Beauty,India,Macro,943724,28277,2648,44373,2386,1493,0,3.66,2023-03-24,High,Macro
maxwellrobert944,Facebook,Story,Gaming,Australia,Micro,87558,7498,4712,1898,201,32,0,1.92,2024-03-24,Medium,Micro
weberjohn680,TikTok,Live,Food,Germany,Macro,123017,20393,4416,3733,177,200,40598,3.99,2024-07-12,High,Macro
lgardner494,Instagram,Carousel,Fashion,Germany,Micro,50889,28938,2940,2120,135,129,0,4.23,2023-06-16,High,Micro
deniseolson766,YouTube,Image,Fashion,Canada,Micro,11508,4741,4106,361,18,11,2801,3.72,2023-03-06,High,Micro
david97636,Instagram,Story,Beauty,Germany,Mega,7493330,3851,1551,13990,422,590,0,0.18,2024-08-09,Low,Mega
brownkrystal382,Instagram,Live,Sports,,Micro,92992,26104,2294,6616,690,298,0,6.52,2024-08-11,Viral,Micro
jenna5535,Instagram,Video,Fashion,Brazil,Macro,468151,8815,3269,17558,2053,567,0,3.98,2024-09-01,High,Macro
scottsmith697,YouTube,Story,Fashion,France,Micro,87376,19617,2113,2109,114,24,26678,1.88,2024-01-27,Medium,Micro
xgonzalez218,YouTube,Video,Beauty,Australia,Macro,621009,10832,188,11932,423,857,160418,2.08,2024-07-28,Medium,Macro
jsmith854,Facebook,Live,Fashion,France,Nano,1479,159,3224,85,3,3,0,7.54,2024-11-18,Viral,Nano
millermichael398,YouTube,Image,Fitness,Canada,Mega,4243003,24063,3955,5085,173,281,69634,0.1,2024-01-20,Low,Mega
justinalvarez452,Facebook,Carousel,Travel,UK,Nano,5809,5050,4610,290,10,16,0,4.99,2024-05-13,High,Nano
williamsjustin460,TikTok,Reel,Fitness,Japan,Macro,655384,24131,2461,13378,1270,648,103461,2.26,2023-05-21,Medium,Macro
daniel02999,Facebook,Image,Fitness,Japan,Micro,26703,3088,2985,438,35,21,0,1.36,2024-05-17,Medium,Micro
dawn37964,YouTube,Carousel,Food,USA,Micro,72985,36786,2341,4837,213,384,18455,6.51,2024-03-31,Viral,Micro
chelsea15510,Twitter,Image,Sports,Australia,Micro,20138,17692,4301,1086,130,25,0,4.24,2023-07-03,High,Micro
rhill339,Twitter,Story,Gaming,India,Macro,799783,43852,3598,26197,2605,1490,0,3.2,2023-01-10,High,Macro
darlenelozano879,Instagram,Live,Beauty,Australia,Micro,48801,17261,1724,1599,55,23,0,3.48,2024-02-19,High,Micro
karen41545,TikTok,Video,Beauty,Brazil,Nano,2043,1387,1036,173,4,12,1997,9.69,2023-02-18,Viral,Nano
maria07243,Twitter,Live,Music,Japan,Micro,24161,3458,444,1028,46,70,0,3.4,2024-08-03,High,Micro
smithdanielle343,Facebook,Reel,Education,India,Nano,6484,737,2535,466,49,10,0,7.81,2024-01-19,Viral,Nano
blindsey163,YouTube,Live,Sports,France,Macro,688497,24963,949,10700,1063,805,150174,1.6,2023-07-04,Medium,Macro
bradleybrooks454,Twitter,Live,Food,USA,Nano,2322,2225,2287,201,5,3,0,8.69,2023-09-18,Viral,Nano
angela65563,TikTok,Carousel,Beauty,Australia,Micro,42322,4575,4977,1287,108,26,6648,3.48,2023-03-09,High,Micro
heidi99142,YouTube,Reel,Gaming,Mexico,Macro,375392,17895,4305,18226,818,931,194901,4.52,2023-07-31,High,Macro
jessicabarnes870,Facebook,Reel,Beauty,Canada,Nano,6487,3919,1562,580,39,42,0,9.36,2024-02-06,Viral,Nano
blackjames151,Facebook,Story,Fitness,France,Micro,90541,37695,240,4534,363,165,0,4.41,2024-03-02,High,Micro
zterry85,Twitter,Carousel,Gaming,France,Micro,79719,17657,2202,2177,172,97,0,2.18,2023-09-06,Medium,Micro
christina50147,YouTube,Live,Music,Germany,Macro,820719,45023,2022,43443,3385,959,289703,4.21,2023-03-23,High,Macro
hardingwilliam686,YouTube,Video,Tech,USA,Micro,22628,16799,3149,2334,197,106,9194,7.98,2024-02-02,Viral,Micro
benjamin77488,TikTok,Image,Travel,Australia,Nano,9805,857,451,318,20,13,1249,2.67,2023-01-28,Medium,Nano
woodstephanie144,YouTube,Carousel,Education,Canada,Macro,351484,17936,3468,9434,629,263,88521,3.37,2023-08-02,High,Macro
jessenelson781,YouTube,Image,Music,France,Macro,354495,36012,2922,6313,400,456,36826,1.84,2023-10-12,Medium,Macro
rortiz629,TikTok,Story,Sports,Japan,Micro,28166,4990,664,335,9,6,3679,1.38,2024-05-28,Medium,Micro
smithdaniel511,Facebook,Image,Sports,UK,Micro,12747,7757,2712,207,0,3,0,1.65,2024-04-13,Medium,Micro
callahananthony820,Facebook,Live,Tech,Germany,Nano,6628,3688,4945,369,37,15,0,6.34,2024-03-01,Viral,Nano
amymcguire990,Facebook,Reel,Travel,USA,Micro,27107,23863,4936,2001,117,61,0,8.4,2023-10-14,Viral,Micro
eanderson195,Twitter,Story,Fitness,France,Micro,23047,18279,2846,450,45,4,0,1.65,2024-01-23,Medium,Micro
vickijohnson952,YouTube,Live,Education,France,Nano,4068,3155,914,329,0,6,2193,8.14,2023-06-16,Viral,Nano
hunterryan593,Facebook,Story,Fashion,Australia,Nano,7785,4762,2529,142,15,8,0,1.45,2023-11-17,Medium,Nano
michael17177,Facebook,Video,Food,Mexico,Macro,795236,22742,1973,22810,1065,1417,0,2.66,2023-01-28,Medium,Macro
joshua0944,Instagram,Video,Food,Canada,Micro,99977,11816,1156,5737,117,273,0,7.9,2023-06-20,Viral,Micro
browncynthia886,Facebook,Story,Travel,Mexico,Macro,502109,19201,258,648,16,32,0,0.1,2023-01-16,Low,Macro
hwilliams429,Instagram,Carousel,Education,Canada,Nano,8631,2095,826,542,59,28,0,5.26,2024-02-06,High,Nano
manuelcline158,TikTok,Video,Gaming,Canada,Micro,75884,8037,1622,4630,424,298,24046,6.64,2023-02-24,Viral,Micro
lschneider624,TikTok,Carousel,Fashion,Japan,Macro,308921,10224,2872,5489,363,375,20471,2.29,2024-03-13,Medium,Macro
geraldcole313,TikTok,Live,Beauty,Japan,Macro,500127,27083,2093,12728,736,480,135244,2.49,2024-06-01,Medium,Macro
phyllis49247,Instagram,Video,Fashion,India,Macro,215070,29417,1577,7239,825,297,0,4.07,2024-05-01,High,Macro
dwalsh46,Facebook,Image,Travel,UK,Nano,9883,2414,1357,514,21,20,0,4.67,2023-12-04,High,Nano
bryan18613,Instagram,Carousel,Fitness,USA,Micro,63066,5245,3590,2812,207,111,0,4.84,2023-12-26,High,Micro
pearsonangel405,Instagram,Video,Music,Japan,Nano,5393,2568,1698,453,43,24,0,8.42,2023-05-12,Viral,Nano
kimberly26472,Facebook,Live,Gaming,Brazil,Nano,6243,491,4316,549,30,18,0,6.86,2023-12-13,Viral,Nano
amanda2617,TikTok,Video,Travel,USA,Micro,39277,18507,4413,3599,270,272,32011,8.03,2023-11-24,Viral,Micro
tbyrd758,Instagram,Live,Travel,Canada,Nano,9299,9097,904,707,83,40,0,8.27,2024-02-17,Viral,Nano
derek17499,TikTok,Carousel,Education,India,Nano,8353,7017,396,291,30,12,1005,4.11,2024-08-01,High,Nano
cwalters621,Instagram,Image,Education,Mexico,Nano,1623,1058,3946,70,7,1,0,4.26,2024-09-04,High,Nano
cdrake87,Facebook,Live,Fashion,Japan,Micro,49410,40124,97,980,62,66,0,2.58,2023-04-13,Medium,Micro
halehenry505,Facebook,Image,Music,Mexico,Nano,2424,1346,3538,106,12,3,0,3.9,2024-08-22,High,Nano
wallsgeorge328,TikTok,Image,Travel,Japan,Nano,5290,4842,3352,338,39,6,3567,6.12,2024-05-01,Viral,Nano
jamesgarcia913,Twitter,Story,Gaming,Brazil,Nano,6196,5568,2301,85,8,6,0,1.26,2024-08-04,Medium,Nano
cervantesgail378,Facebook,Live,Tech,France,Macro,654391,35142,2874,12952,329,309,0,1.7,2024-04-16,Medium,Macro
amy31246,Twitter,Live,Travel,Germany,Macro,747082,22905,4251,20502,2166,261,0,3.62,2024-07-13,High,Macro
vicki70830,Instagram,Story,Tech,Australia,Macro,271530,33266,3634,342,35,22,0,0.1,2024-10-03,Low,Macro
elliotteric893,YouTube,Image,Music,USA,Mega,2492070,7912,778,2321,0,169,20640,0.1,2024-05-18,Low,Mega
dcollins770,YouTube,Reel,Food,Australia,Micro,69638,17925,4122,5352,247,0,55447,6.66,2023-01-29,Viral,Micro
jessicathompson855,Instagram,Video,Travel,Brazil,Nano,3760,1145,160,376,17,18,0,8.84,2023-09-11,Viral,Nano
lauracook728,Facebook,Image,Food,France,Micro,83213,32345,3828,2393,258,121,0,2.36,2024-04-04,Medium,Micro
browncody317,Twitter,Carousel,Beauty,Japan,Nano,6083,1706,4477,386,29,6,0,6.65,2024-03-29,Viral,Nano
thomaskimberly910,Twitter,Video,Sports,USA,Nano,8559,344,4998,991,87,51,0,10.11,2024-06-18,Viral,Nano
kendrahernandez395,YouTube,Live,Gaming,France,Micro,84260,8987,587,4360,364,281,32888,5.27,2023-05-02,High,Micro
marksronnie949,Facebook,Story,Tech,Australia,Macro,806799,45715,3486,2830,293,189,0,0.49,2023-10-31,Low,Macro
dillon12520,Facebook,Live,Gaming,France,Macro,571774,32241,3810,17332,1999,901,0,3.14,2024-10-03,High,Macro
jennifer72791,Instagram,Video,Education,France,Nano,7741,2025,3900,742,29,45,0,9.45,2024-04-23,Viral,Nano
brandy37160,TikTok,Live,Food,UK,Micro,83713,24222,4471,4604,467,190,38494,5.5,2024-01-04,High,Micro
halexander732,Instagram,Reel,Travel,UK,Nano,4569,1471,4601,257,13,16,0,8.04,2023-06-18,Viral,Nano
colonbrian744,YouTube,Story,Beauty,France,Macro,956653,14209,4413,6504,532,164,59477,0.68,2024-08-19,Low,Macro
nancy21318,Instagram,Live,Sports,India,Micro,34697,14835,2320,1449,123,49,0,3.76,2024-05-18,High,Micro
robinorozco246,Twitter,Video,Music,Germany,Micro,62035,19311,1307,4040,125,164,0,6.56,2024-01-22,Viral,Micro
sheilarodriguez183,TikTok,Image,Gaming,France,Macro,859431,41462,1167,4907,574,135,39308,0.47,2024-04-11,Low,Macro
lauriecowan694,TikTok,Video,Music,Mexico,Micro,83353,24491,837,4817,123,348,28705,5.26,2023-03-06,High,Micro
hayspaul932,Facebook,Video,Music,Australia,Nano,2821,2551,4698,196,19,11,0,9.91,2023-03-22,Viral,Nano
donaldreed889,Facebook,Story,Music,India,Nano,2290,232,3267,51,6,2,0,2.66,2023-04-22,Medium,Nano
sharonwilliams982,Instagram,Reel,Travel,Germany,Nano,8904,5759,3349,1057,48,17,0,9.58,2023-07-07,Viral,Nano
ricardobrooks525,YouTube,Image,Beauty,France,Micro,64398,26718,3374,1605,153,99,6493,2.12,2023-08-27,Medium,Micro
tranjames581,Twitter,Live,Fitness,Canada,Micro,12500,3038,2677,498,56,14,0,5.44,2023-03-07,High,Micro
christopherglass842,Instagram,Reel,Beauty,Brazil,Micro,70428,41080,3508,3308,196,133,0,6.6,2023-04-12,Viral,Micro
smithbrian585,YouTube,Carousel,Food,Germany,Macro,256975,4348,4793,5975,631,288,48985,2.69,2023-01-26,Medium,Macro
melissacallahan373,Instagram,Live,Fitness,Brazil,Mega,2273329,13774,3111,17187,820,1311,0,0.63,2024-02-18,Low,Mega
mandywilliams990,Instagram,Image,Tech,Australia,Nano,1565,979,1426,55,4,0,0,4.02,2023-08-30,High,Nano
markschristopher245,Facebook,Carousel,Education,India,Macro,688162,3291,2978,13576,1358,750,0,2.6,2023-08-05,Medium,Macro
robert06712,Facebook,Live,Tech,Brazil,Macro,939612,36302,1108,23798,1232,1898,0,2.71,2023-04-24,Medium,Macro
joyce83525,Facebook,Image,Fitness,Mexico,Macro,246798,1842,31,248,23,15,0,0.1,2023-04-26,Low,Macro
broth145,YouTube,Live,Sports,UK,Nano,2899,1888,4704,203,0,9,1583,7.39,2024-04-28,Viral,Nano
sara52879,Facebook,Image,Travel,Brazil,Mega,6473918,5494,1699,236769,10628,5840,0,3.52,2024-07-10,High,Mega
hammondbrianna93,Twitter,Live,Tech,Germany,Mega,1368711,37751,239,18940,1740,1511,0,1.19,2024-05-23,Medium,Mega
mary90385,Twitter,Story,Tech,Canada,Micro,80550,25407,2348,505,37,9,0,0.78,2023-07-19,Low,Micro
campbellcarla981,YouTube,Story,Education,India,Nano,8067,7293,3607,278,13,19,4038,2.85,2023-05-23,Medium,Nano
tnewman287,YouTube,Carousel,Tech,Japan,Nano,4519,2904,2415,259,24,5,1558,6.13,2024-07-08,Viral,Nano
joseph94684,Twitter,Carousel,Sports,India,Nano,8628,4574,1769,539,15,0,0,7.19,2023-11-03,Viral,Nano
anita83122,Instagram,Reel,Beauty,UK,Macro,327464,17704,2458,4565,203,86,0,1.73,2024-01-19,Medium,Macro
adamsjacob29,Facebook,Story,Beauty,France,Mega,8542475,47089,1126,120052,13470,3417,0,1.42,2024-04-06,Medium,Mega
